-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
10.0355	0.965935	0.236667
10.1316	0.964446	0.245781
10.0225	0.953549	0.122542
13.3566	0.960642	0.258072
13.8491	0.968355	0.397889
15.5674	0.974355	0.556343
13.716	0.975554	0.43843
10.5251	0.636518	0.149369
11.874	0.476409	0.147028
17.2178	0.622892	0.278574
18.2393	0.930115	0.637442
16.0569	0.974281	0.601902
17.3621	0.970916	0.713129
17.0363	0.957422	0.687703
17.5289	0.940609	0.732268
16.755	0.924066	0.249461
16.484	0.929714	0.31321
16.1238	0.974686	0.469655
15.1986	0.978393	0.432551
15.8908	0.838454	0.287104
-100	0	0
14.0837	0.564573	0.177059
15.7582	0.470192	0.157648
17.5153	0.473071	0.183495
17.6139	0.519608	0.17988
16.452	0.543499	0.184503
17.6969	0.624137	0.193239
17.5621	0.854108	0.476487
17.657	0.960526	0.650363
18.8751	0.975756	0.71974
18.5411	0.970939	0.623203
16.5889	0.978419	0.631807
18.1349	0.980081	0.704256
17.3713	0.975507	0.636428
18.2035	0.970192	0.657732
18.9071	0.971351	0.653546
17.0579	0.970089	0.581954
16.2957	0.965483	0.226646
14.2627	0.892142	0.238379
7.92309	0.595941	0.154302
15.0062	-0.17503	0.137904
17.8127	-0.240407	0.179857
14.4502	0.648585	0.230874
14.6528	0.921795	0.518242
16.7359	0.927803	0.655588
15.4785	0.936035	0.623297
16.0622	0.865798	0.294252
17.7258	0.241698	0.251236
18.1854	0.148145	0.299954
17.3839	0.144544	0.286944
17.6129	0.164223	0.139106
17.9891	0.224586	0.244429
17.7044	0.31223	0.304484
16.4586	0.627416	0.183542
15.5935	0.953699	0.427014
17.3588	0.96715	0.584641
15.8632	0.971138	0.580887
20.6821	0.988986	0.661383
20.9269	0.991111	0.676867
17.8121	0.981158	0.668691
15.8402	0.955046	0.675382
15.6956	0.936413	0.632668
15.5792	0.946825	0.617531
15.599	0.949928	0.628852
16.1333	0.962785	0.734404
15.4364	0.972987	0.709471
13.5987	0.974758	0.58757
15.8024	0.787323	0.331437
15.5182	0.33345	0.233771
19.0665	0.249698	0.166428
18.7956	0.229002	0.204496
18.8127	0.222826	0.217394
19.8788	0.227973	0.334947
19.5496	0.222869	0.315526
17.5934	0.210148	0.189234
15.9833	0.239454	0.299938
16.669	0.303808	0.207351
12.6417	0.95592	0.363813
17.3244	0.971364	0.526368
17.9698	0.965188	0.610473
17.6468	0.966101	0.615779
18.0498	0.96501	0.501729
17.595	0.968868	0.480661
15.8045	0.964825	0.546439
14.968	0.969443	0.5351
15.7335	0.974326	0.58948
15.865	0.967073	0.560516
14.697	0.961959	0.506941
16.542	0.885572	0.26639
17.2002	0.749515	0.278156
17.9389	0.646332	0.204525
18.1741	0.573538	0.126058
16.8188	0.590733	0.116686
17.5117	0.584016	0.13473
16.8146	0.500968	0.134054
15.6379	0.321941	0.0890461
14.7054	0.266695	0.120394
15.2372	0.270875	0.108616
15.9279	0.308197	0.124077
17.6039	0.485094	0.164916
17.1154	0.495	0.187545
14.7368	0.2824	0.158659
14.1711	0.289479	0.265582
10.8456	0.248571	0.124193
1.1525	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
6.91424	-0.115066	0
6.91424	-0.115066	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
