39.2415	0.99312	0.64726
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
13.3931	0.856768	0.410027
16.4619	0.907269	0.382783
16.8701	0.922186	0.318018
15.9898	0.925762	0.369624
15.9951	0.918183	0.494118
15.8817	0.913436	0.511863
19.6042	0.913705	0.748243
18.7945	0.92997	0.791255
18.5517	0.942284	0.818264
16.923	0.947936	0.761338
12.0904	0.939914	0.458947
18.9421	0.849105	0.479005
9.51295	0.902418	0
6.92984	0.497938	0.339646
13.3167	-0.162259	0.212769
15.6134	-0.217648	0.182415
17.7418	0.00654775	0.230898
18.0596	0.627162	0.559857
17.9523	0.958194	0.838756
20.2137	0.963548	0.858687
20.8364	0.966793	0.87293
21.6366	0.966252	0.892312
21.5854	0.963226	0.8834
20.5721	0.958658	0.864763
20.1666	0.955898	0.844862
19.8214	0.95358	0.865162
19.6211	0.951417	0.856156
18.7378	0.938532	0.788402
17.4842	0.929271	0.741452
15.7627	0.918591	0.676332
16.3984	0.945218	0.56635
18.4577	0.957064	0.500175
19.3283	0.938632	0.415739
17.6758	0.809445	0.0462606
-100	0	0
8.68515	0.847175	0
9.50302	0.848664	0.214702
9.50302	0.848664	0.214702
14.9468	0.845018	0.375272
18.9492	0.95931	0.350804
19.9347	0.970572	0.564999
22.1745	0.975514	0.551682
21.5222	0.978683	0.622485
17.5687	0.975772	0.723516
16.383	0.982241	0.742193
16.4594	0.981507	0.809699
18.4391	0.973606	0.87516
19.5371	0.97546	0.866865
20.0004	0.970827	0.849981
20.0852	0.96217	0.859957
20.0455	0.965927	0.866459
19.2332	0.965695	0.853799
17.9837	0.959911	0.816499
18.2526	0.972071	0.712622
24.5858	0.988046	0.838301
25.4033	0.990939	0.847416
24.0418	0.98704	0.801502
22.1969	0.987739	0.731835
18.6705	0.984713	0.47088
15.9284	0.942764	0.0701455
-100	0	0
-100	0	0
-100	0	0
-100	0	0
-100	0	0
7.18083	0.450623	0.233324
11.7982	0.209356	0.145804
13.3268	0.0664145	0.151906
15.014	-0.195117	0.113504
18.0392	-0.44477	0.125142
17.5119	-0.520261	0.149664
17.6077	-0.541433	0.125676
17.4774	-0.601551	0.14902
17.4205	-0.695391	0.139787
18.4945	-0.754498	0.171049
19.2781	-0.751695	0.182881
18.4043	-0.724507	0.15277
17.8067	-0.669008	0.168702
16.5103	-0.602846	0.184087
13.1465	-0.518191	0.155649
13.4215	0.241231	0.101392
5.47542	0.50853	0
3.1437	0.616224	0
4.27	0.697334	0.176898
12.9121	0.953043	0.190791
16.7135	0.970373	0.596055
18.684	0.972027	0.659576
20.9186	0.969308	0.767303
21.8361	0.966264	0.87169
21.4982	0.966313	0.86871
20.2205	0.968337	0.827889
19.263	0.972759	0.712499
20.4551	0.989611	0.73424
25.2309	0.992666	0.866949
25.4283	0.994761	0.859508
25.4543	0.995864	0.857349
25.3579	0.992636	0.857647
25.2028	0.993862	0.859192
25.0276	0.99563	0.858436
24.7867	0.9939	0.862186
24.5693	0.993842	0.859946
24.7915	0.994438	0.863404
24.7814	0.994436	0.861615
24.8361	0.991425	0.844292
21.8141	0.98948	0.785395
20.0385	0.977632	0.793229
20.4704	0.980677	0.845599
21.6852	0.982198	0.864904
22.5144	0.97968	0.86976
23.0577	0.977775	0.870007
23.1931	0.98206	0.865893
23.0933	0.981644	0.868923
22.6145	0.982194	0.865584
22.1571	0.98391	0.875126
20.2092	0.980408	0.857488
18.651	0.97927	0.766733
15.6293	0.942343	0.496134
16.3816	0.662255	0.301428
13.3273	-0.213401	0.134756
15.6667	-0.238629	0.170421
15.1209	-0.227845	0.151675
14.6917	0.795985	0.284572
19.6208	0.967309	0.725589
21.5168	0.978558	0.732107
22.9019	0.990105	0.793546
24.8413	0.993643	0.884745
24.9756	0.994423	0.870346
24.5276	0.995101	0.871536
22.9649	0.993724	0.861642
20.8588	0.989161	0.781286
17.522	0.970531	0.562354
10.5233	0.698884	0.00742946
14.9809	0.556648	0.25404
16.0452	0.55724	0.213015
17.9817	0.535228	0.262966
18.0664	0.619842	0.232503
17.1188	0.703397	0.166623
19.5911	0.755924	0.146332
18.9879	0.789387	0.193288
18.8522	0.839332	0.167714
15.0716	0.972222	0.524805
18.6358	0.968503	0.717916
19.1988	0.94848	0.727214
20.621	0.935003	0.758354
20.8917	0.933393	0.824826
20.2949	0.940259	0.846922
18.1689	0.942047	0.795961
20.4515	0.967741	0.748486
24.6633	0.993385	0.844182
25.4642	0.993878	0.863067
25.3833	0.993898	0.866938
24.9967	0.994805	0.862703
23.9771	0.993891	0.870439
21.9321	0.989633	0.831906
18.7926	0.982531	0.644063
12.6034	0.818954	0.249154
14.2155	0.259944	0.19734
16.7392	0.0462146	0.193479
17.6902	-0.03297	0.134272
17.9858	-0.0418509	0.138394
